CustomerKey,BirthDate,MaritalStatus,Gender,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner
26847,05/01/1964,S,M,20000,3,High School,Manual,N
26848,17/11/1964,M,F,20000,3,High School,Manual,Y
26849,18/01/1963,M,M,10000,3,Partial High School,Manual,Y
26850,19/06/1963,S,NA,20000,3,High School,Manual,N
26851,20/11/1963,S,F,20000,3,High School,Manual,Y
26852,05/06/1963,M,F,20000,3,High School,Manual,Y
26853,13/01/1966,S,M,30000,2,Partial College,Manual,Y
26854,13/01/1966,S,M,40000,0,Bachelors,Professional,Y
26855,09/06/1966,M,F,40000,0,Bachelors,Professional,N
26856,03/11/1965,M,F,30000,2,Partial College,Clerical,Y
26857,16/09/1965,M,M,30000,2,Partial College,Clerical,Y
26858,08/05/1965,M,M,40000,1,Bachelors,Skilled Manual,Y
26859,13/07/1964,M,M,30000,2,Partial College,Clerical,Y
26860,27/10/1964,M,F,40000,1,Bachelors,Skilled Manual,Y
26861,20/11/1963,S,M,30000,3,Partial College,Clerical,N
26862,27/07/1963,S,F,30000,3,Partial College,Clerical,Y
26863,08/11/1977,S,M,20000,0,High School,Manual,N
26864,02/06/1979,S,F,30000,3,Partial College,Clerical,Y
26865,27/02/1979,M,F,30000,3,Partial College,Clerical,Y
26866,15/05/1979,S,F,30000,3,Partial College,Clerical,N
26867,15/11/1963,M,M,40000,1,Bachelors,Skilled Manual,Y
26868,16/08/1963,M,F,40000,1,Bachelors,Skilled Manual,Y
26870,26/01/1963,M,F,40000,1,Bachelors,Skilled Manual,Y
26871,12/08/1962,S,M,30000,1,Partial College,Clerical,N
26872,20/01/1978,M,M,30000,3,Partial College,Clerical,Y
26873,02/05/1977,S,F,30000,0,Partial College,Clerical,Y
26874,19/11/1977,S,M,30000,0,Partial College,Clerical,N
26875,09/03/1977,S,M,30000,0,Partial College,Clerical,N
26876,25/07/1977,S,F,30000,0,Partial College,Clerical,N
26877,21/02/1977,M,M,30000,0,Partial College,Clerical,N
26878,16/02/1976,M,F,20000,0,High School,Manual,N
26879,16/04/1976,S,F,20000,0,High School,Manual,N
26880,27/02/1976,S,F,20000,0,High School,Manual,Y
26881,11/02/1975,M,F,10000,0,Partial High School,Manual,Y
26882,02/05/1976,S,F,20000,0,High School,Manual,N
26883,27/06/1976,S,F,20000,0,High School,Manual,N
26884,09/09/1976,S,F,30000,0,Partial College,Clerical,N
26885,10/03/1976,S,M,30000,0,Partial College,Clerical,N
26886,12/11/1976,S,F,30000,0,Partial College,Clerical,N
26887,23/11/1974,M,F,10000,0,Partial High School,Manual,Y
26888,23/03/1974,S,M,10000,0,Partial High School,Manual,Y
26889,07/07/1974,S,F,20000,0,Partial High School,Manual,N
26890,12/03/1975,M,M,40000,1,Bachelors,Skilled Manual,Y
26891,08/06/1975,M,M,40000,1,Bachelors,Skilled Manual,N
26893,24/12/1975,M,F,40000,1,Bachelors,Skilled Manual,N
26894,26/02/1973,S,F,10000,0,Partial High School,Manual,Y
26895,04/10/1973,S,F,10000,0,Graduate Degree,Manual,N
26896,24/06/1962,S,F,20000,1,Graduate Degree,Clerical,Y
26897,10/07/1962,M,F,20000,1,Graduate Degree,Clerical,Y
26898,16/06/1961,S,F,10000,1,Bachelors,Manual,Y
26899,07/01/1961,M,F,10000,1,Bachelors,Manual,Y
26900,05/06/1961,S,F,10000,1,Bachelors,Manual,N
26901,04/08/1961,M,M,20000,1,Graduate Degree,Clerical,Y
26902,23/11/1962,M,M,30000,5,Graduate Degree,Clerical,Y
26903,05/06/1962,M,M,30000,4,Graduate Degree,Clerical,Y
26904,19/10/1957,S,F,10000,1,Bachelors,Clerical,N
26905,09/09/1957,S,F,10000,1,Partial College,Manual,Y
26906,11/08/1956,M,M,10000,2,Partial College,Manual,Y
26907,28/04/1956,M,F,10000,2,Partial College,Manual,Y
26908,11/01/1956,M,M,20000,1,Bachelors,Clerical,Y
26909,24/05/1956,S,F,20000,1,Bachelors,Clerical,Y
26910,09/05/1938,S,F,30000,1,Graduate Degree,Clerical,Y
26911,26/09/1938,S,F,30000,1,Graduate Degree,Clerical,N
26912,11/06/1939,S,F,10000,2,Bachelors,Clerical,N
26913,07/05/1939,M,M,20000,1,Bachelors,Clerical,Y
26914,27/04/1940,S,F,20000,1,Bachelors,Clerical,Y
26915,22/11/1942,S,M,30000,1,Bachelors,Clerical,N
26916,08/08/1980,M,F,10000,0,Partial College,Manual,Y
26917,05/04/1979,M,M,10000,0,Partial College,Manual,N
26918,14/09/1976,S,F,10000,0,High School,Manual,N
26919,26/06/1976,S,M,10000,0,High School,Manual,Y
26920,23/03/1979,M,M,20000,0,Bachelors,Clerical,N
26921,20/08/1979,M,F,20000,0,Bachelors,Clerical,Y
26922,27/05/1978,M,M,10000,1,High School,Manual,Y
26923,07/09/1978,M,F,20000,0,Bachelors,Clerical,Y
26924,15/06/1977,S,F,20000,0,Partial College,Manual,N
26926,26/09/1943,M,M,20000,1,Partial College,Manual,Y
26927,08/08/1943,M,F,20000,1,Partial College,Manual,N
26928,20/10/1943,S,M,30000,1,Bachelors,Clerical,Y
26929,13/05/1943,M,M,40000,1,Graduate Degree,Clerical,Y
26930,11/05/1961,M,F,30000,4,Graduate Degree,Clerical,Y
26931,12/07/1961,M,M,30000,4,Graduate Degree,Clerical,Y
26932,26/08/1961,S,F,30000,3,Graduate Degree,Clerical,Y
26933,14/05/1960,M,F,20000,1,Partial College,Manual,Y
26934,16/03/1960,S,F,30000,3,Graduate Degree,Clerical,N
26935,06/03/1959,S,M,10000,1,High School,Manual,Y
26936,21/02/1959,S,F,20000,2,Partial College,Manual,N
26937,21/11/1959,S,F,20000,2,Partial College,Manual,N
26938,16/02/1959,M,M,30000,3,Graduate Degree,Clerical,Y
26939,25/08/1958,M,M,20000,2,Partial College,Manual,N
26940,09/06/1958,S,M,30000,1,Graduate Degree,Clerical,Y
26941,06/05/1959,M,M,30000,0,Bachelors,Clerical,Y
26942,04/11/1958,S,F,30000,1,Bachelors,Clerical,Y
26943,27/01/1970,S,F,10000,1,High School,Manual,N
26944,16/01/1970,S,M,10000,2,High School,Manual,Y
26945,13/07/1970,S,F,20000,0,Partial College,Manual,N
26946,08/06/1970,S,M,20000,0,Partial College,Manual,Y
26947,10/11/1970,S,F,20000,0,Partial College,Manual,N
26948,21/06/1970,S,F,20000,0,Partial College,Manual,N
26949,25/02/1970,S,F,20000,0,Partial College,Manual,N
26950,07/10/1969,M,M,10000,2,High School,Manual,Y
26951,21/11/1969,S,F,10000,2,High School,Manual,N
26952,03/02/1970,M,F,30000,0,Bachelors,Clerical,Y
26953,11/11/1970,M,M,30000,0,Bachelors,Clerical,Y
26954,02/03/1970,S,M,30000,0,Bachelors,Clerical,Y
26955,08/03/1970,M,M,40000,0,Graduate Degree,Clerical,Y
26956,02/10/1969,S,F,20000,0,Partial College,Manual,N
26957,13/07/1969,S,F,40000,0,Graduate Degree,Clerical,N
26958,28/05/1969,M,M,40000,0,Graduate Degree,Clerical,Y
26959,26/07/1969,M,F,60000,0,Graduate Degree,Skilled Manual,Y
26960,16/11/1952,S,M,10000,3,Partial College,Manual,N
26961,21/09/1968,M,F,10000,3,High School,Manual,Y
26962,26/09/1968,M,M,20000,1,Partial College,Manual,N
26963,05/03/1968,S,F,20000,1,Partial College,Manual,Y
26964,09/10/1968,S,F,20000,1,Partial College,Manual,N
26965,21/04/1968,M,F,30000,1,Bachelors,Clerical,Y
26966,09/02/1968,S,M,30000,1,Bachelors,Clerical,Y
26967,14/04/1968,S,M,70000,0,Bachelors,Professional,Y
26968,15/08/1968,M,M,80000,5,Bachelors,Professional,Y
26969,16/04/1973,S,M,10000,0,Partial High School,Manual,N
26970,03/11/1973,S,F,10000,0,Partial High School,Manual,N
26971,15/05/1973,S,M,20000,0,Partial High School,Manual,Y
26972,26/05/1973,S,M,20000,0,Partial High School,Manual,N
26973,27/05/1973,M,M,20000,0,Partial High School,Manual,Y
26974,13/11/1980,S,M,20000,0,Partial High School,Manual,N
26975,07/04/1979,S,F,30000,0,Partial College,Clerical,N
26976,14/08/1978,S,M,30000,0,High School,Manual,N
26977,22/08/1978,S,M,30000,0,High School,Manual,N
26978,04/08/1974,M,F,40000,1,Bachelors,Skilled Manual,Y
26979,24/06/1974,M,F,40000,1,Bachelors,Skilled Manual,N
26980,08/07/1972,M,M,10000,0,Partial High School,Manual,Y
26981,21/08/1972,S,F,10000,0,Partial High School,Manual,Y
26982,05/04/1972,S,M,20000,0,Partial High School,Manual,N
26983,22/03/1973,M,F,40000,1,Bachelors,Skilled Manual,Y
26984,09/11/1973,M,M,40000,1,Bachelors,Skilled Manual,Y
26985,11/09/1973,M,M,40000,1,Bachelors,Skilled Manual,N
26986,16/06/1973,M,F,40000,1,Bachelors,Skilled Manual,Y
26987,20/09/1973,M,M,40000,1,Bachelors,Skilled Manual,Y
26988,22/08/1973,M,F,40000,1,Bachelors,Skilled Manual,Y
26989,23/05/1972,M,M,20000,0,Partial High School,Manual,N
26990,20/01/1972,M,M,20000,0,Partial High School,Manual,Y
26991,09/05/1972,M,M,30000,0,High School,Manual,N
26992,22/01/1972,S,M,30000,0,High School,Manual,N
26993,06/09/1971,S,M,10000,0,Partial High School,Manual,Y
26994,25/03/1972,M,F,40000,1,Bachelors,Skilled Manual,Y
26995,12/01/1972,M,M,40000,1,Bachelors,Skilled Manual,Y
26996,07/08/1972,S,F,40000,2,Partial College,Clerical,N
26997,23/07/1972,M,F,40000,2,Partial College,Clerical,Y
26998,18/09/1971,M,M,10000,0,Partial High School,Manual,N
26999,17/10/1971,S,M,10000,0,Partial High School,Manual,N
27000,21/06/1971,S,F,10000,0,Partial High School,Manual,N
27001,08/04/1971,M,F,10000,0,Partial High School,Manual,N
27002,11/07/1971,M,M,20000,0,Partial High School,Manual,Y
27003,25/02/1971,M,M,20000,0,Partial High School,Manual,Y
27004,20/05/1971,S,M,30000,0,High School,Manual,N
27005,17/02/1971,S,F,30000,0,High School,Manual,N
27006,07/03/1971,S,M,30000,0,High School,Manual,Y
27007,18/04/1971,S,M,40000,2,Partial College,Clerical,N
27008,04/10/1971,S,M,40000,2,Partial College,Clerical,N
27009,26/08/1971,S,F,40000,2,Partial College,Clerical,N
27010,14/11/1975,M,F,40000,3,Partial College,Clerical,Y
27011,19/12/1975,M,M,40000,3,Partial College,Clerical,Y
27012,23/11/1974,S,F,40000,3,Partial College,Clerical,N
27013,27/09/1974,M,F,40000,3,Partial College,Clerical,Y
27014,23/08/1966,M,M,80000,0,Graduate Degree,Skilled Manual,Y
27015,17/11/1966,S,F,80000,0,Graduate Degree,Skilled Manual,N
27016,20/04/1966,S,F,80000,0,Graduate Degree,Skilled Manual,N
27017,17/10/1966,S,M,80000,0,Graduate Degree,Skilled Manual,Y
27018,26/07/1966,S,M,80000,0,Graduate Degree,Skilled Manual,N
27019,28/03/1954,S,F,20000,2,Partial High School,Manual,N
27020,17/03/1954,M,F,40000,1,Partial College,Clerical,Y
27021,21/10/1954,M,F,40000,1,Partial College,Clerical,Y
27022,12/03/1955,S,M,20000,3,Partial High School,Clerical,N
27023,10/04/1955,S,F,20000,3,Partial High School,Clerical,Y
27024,14/05/1955,S,M,20000,3,Partial High School,Clerical,N
27025,24/03/1955,S,F,20000,3,Partial High School,Clerical,Y
27026,11/07/1955,S,M,30000,1,High School,Clerical,N
27027,14/07/1955,S,F,30000,1,High School,Clerical,N
27028,24/10/1955,S,F,30000,1,High School,Clerical,Y
27029,18/09/1955,S,F,30000,1,High School,Clerical,N
27030,20/05/1955,S,NA,30000,1,High School,Clerical,N
27031,10/11/1955,S,F,30000,1,High School,Clerical,N
27032,10/09/1955,S,M,30000,1,High School,Clerical,Y
27033,16/09/1956,S,M,20000,3,Partial High School,Clerical,N
27034,23/08/1956,S,M,20000,3,Partial High School,Clerical,Y
27035,15/04/1956,S,F,20000,3,Partial High School,Clerical,Y
27036,18/01/1956,S,M,30000,2,High School,Skilled Manual,N
27037,14/08/1956,M,F,30000,2,High School,Skilled Manual,Y
27038,14/12/1956,M,M,30000,2,High School,Skilled Manual,Y
27039,27/04/1956,S,M,30000,2,High School,Skilled Manual,N
27040,06/06/1957,M,M,20000,2,Partial High School,Clerical,Y
27041,18/11/1957,S,M,20000,2,Partial High School,Clerical,N
27042,13/07/1957,M,M,30000,2,High School,Skilled Manual,Y
27043,09/06/1958,S,M,30000,2,High School,Skilled Manual,Y
27044,24/04/1958,S,F,30000,2,High School,Skilled Manual,Y
27045,05/09/1958,S,M,30000,2,High School,Skilled Manual,N
27046,16/06/1958,M,F,40000,1,Partial College,Clerical,Y
27047,13/10/1958,M,F,40000,1,Partial College,Clerical,Y
27048,06/10/1958,M,F,40000,1,Partial College,Clerical,N
27050,05/02/1958,S,F,40000,2,Partial College,Clerical,Y
27051,11/05/1959,S,M,40000,2,Partial College,Clerical,N
27052,25/08/1959,S,F,40000,2,Partial College,Clerical,N
27053,24/03/1959,S,M,40000,2,Partial College,Clerical,Y
27054,06/12/1959,M,M,40000,2,Partial College,Clerical,N
27055,23/03/1959,S,F,40000,2,Partial College,Clerical,N
27056,15/08/1959,S,F,40000,2,Partial College,Clerical,Y
27057,16/08/1972,S,F,50000,0,Graduate Degree,Skilled Manual,N
27058,21/02/1972,S,M,50000,0,Graduate Degree,Skilled Manual,Y
27059,04/10/1972,M,M,50000,0,Graduate Degree,Skilled Manual,N
27060,28/03/1973,M,M,40000,0,Graduate Degree,Skilled Manual,Y
27061,02/09/1973,S,F,40000,0,Graduate Degree,Skilled Manual,N
27062,03/04/1973,S,M,40000,0,Graduate Degree,Skilled Manual,Y
27063,20/04/1973,M,F,40000,0,Graduate Degree,Skilled Manual,Y
27064,20/06/1973,M,F,40000,0,Graduate Degree,Skilled Manual,Y
27065,10/02/1973,M,M,40000,1,Graduate Degree,Skilled Manual,Y
27066,26/12/1973,S,M,40000,1,Graduate Degree,Skilled Manual,Y
27067,11/04/1973,S,F,60000,1,Graduate Degree,Skilled Manual,N
27068,06/02/1973,S,F,60000,1,Graduate Degree,Skilled Manual,Y
27069,16/04/1973,M,F,60000,1,Graduate Degree,Skilled Manual,N
27070,09/01/1972,M,M,50000,1,Graduate Degree,Skilled Manual,Y
27071,09/01/1971,S,M,40000,4,High School,Skilled Manual,Y
27072,04/07/1971,M,M,70000,1,Graduate Degree,Skilled Manual,Y
27073,17/11/1971,M,F,70000,1,Graduate Degree,Skilled Manual,Y
27074,22/03/1971,M,F,70000,1,Graduate Degree,Skilled Manual,Y
27075,14/10/1971,M,M,70000,1,Graduate Degree,Skilled Manual,N
27076,22/09/1971,M,M,60000,1,Graduate Degree,Skilled Manual,Y
27077,03/09/1972,S,M,60000,1,Graduate Degree,Skilled Manual,N
27078,18/10/1970,M,F,40000,1,Bachelors,Skilled Manual,Y
27079,17/09/1970,M,F,40000,1,Bachelors,Skilled Manual,Y
27080,03/06/1970,M,M,40000,1,Bachelors,Skilled Manual,Y
27081,24/02/1970,M,M,40000,1,Bachelors,Skilled Manual,Y
27082,08/03/1970,M,M,40000,1,Bachelors,Skilled Manual,Y
27083,02/02/1970,M,M,40000,1,Bachelors,Skilled Manual,Y
27084,03/03/1970,M,M,40000,1,Bachelors,Skilled Manual,N
27085,02/10/1970,M,M,40000,1,Bachelors,Skilled Manual,Y
27086,04/01/1970,M,F,40000,1,Bachelors,Skilled Manual,Y
27087,15/04/1970,M,M,40000,1,Bachelors,Skilled Manual,Y
27088,22/05/1970,S,M,60000,1,Graduate Degree,Professional,Y
27089,18/08/1969,S,F,60000,2,Bachelors,Skilled Manual,N
27090,16/06/1969,M,F,60000,1,Graduate Degree,Professional,Y
27091,20/10/1971,M,M,60000,1,Graduate Degree,Professional,N
27092,11/03/1971,S,F,70000,2,Graduate Degree,Professional,N
27093,15/11/1971,S,F,70000,3,Graduate Degree,Professional,Y
27094,13/04/1969,S,M,60000,1,Graduate Degree,Professional,Y
27095,11/04/1969,M,M,60000,1,Graduate Degree,Professional,Y
27096,19/11/1968,M,M,70000,2,Bachelors,Skilled Manual,Y
27097,22/03/1968,M,F,70000,2,Bachelors,Skilled Manual,Y
27098,16/06/1968,M,F,70000,2,Bachelors,Skilled Manual,Y
27099,03/10/1970,M,M,60000,1,Graduate Degree,Professional,Y
27100,27/02/1970,M,M,60000,1,Graduate Degree,Professional,N
27101,05/03/1970,S,M,60000,1,Graduate Degree,Professional,Y
27102,12/07/1970,S,F,60000,1,Graduate Degree,Professional,N
27103,02/03/1970,S,F,70000,3,Graduate Degree,Professional,Y
27104,03/10/1970,M,M,70000,4,Graduate Degree,Professional,Y
27105,13/06/1970,S,M,70000,4,Graduate Degree,Professional,Y
27106,25/01/1970,S,F,70000,4,Graduate Degree,Professional,N
27107,22/08/1970,M,F,70000,4,Graduate Degree,Professional,N
27108,17/11/1967,S,F,50000,2,Bachelors,Skilled Manual,N
27109,13/11/1966,M,F,80000,3,Bachelors,Skilled Manual,Y
27110,09/05/1966,M,M,80000,3,Bachelors,Skilled Manual,Y
27111,15/08/1966,M,M,60000,0,Graduate Degree,Professional,Y
27112,07/04/1966,S,M,60000,0,Graduate Degree,Professional,N
27113,01/03/1966,M,F,60000,0,Graduate Degree,Professional,Y
27114,11/11/1966,M,M,70000,4,Graduate Degree,Professional,Y
27115,18/05/1966,M,F,70000,5,Graduate Degree,Professional,Y
27116,25/01/1966,S,F,70000,5,Graduate Degree,Professional,Y
27117,13/06/1966,M,M,70000,5,Graduate Degree,Professional,Y
27118,06/07/1970,M,F,30000,0,Bachelors,Clerical,Y
27119,27/09/1970,M,F,30000,0,Bachelors,Clerical,Y
27120,27/02/1970,M,M,30000,0,Bachelors,Clerical,Y
27121,05/02/1969,S,F,20000,0,Partial College,Manual,N
27122,04/07/1969,S,M,20000,0,Partial College,Manual,N
27123,11/11/1969,S,F,30000,0,Bachelors,Clerical,Y
27124,05/04/1969,M,M,30000,0,Bachelors,Clerical,N
27125,21/05/1969,M,M,30000,0,Bachelors,Clerical,Y
27126,11/10/1969,S,M,40000,0,Graduate Degree,Clerical,N
27127,02/03/1969,S,F,40000,0,Graduate Degree,Clerical,Y
27128,09/08/1969,S,F,40000,0,Graduate Degree,Clerical,N
27129,26/10/1969,S,F,60000,0,Graduate Degree,Skilled Manual,N
27130,02/07/1969,S,M,60000,0,Graduate Degree,Skilled Manual,Y
27131,16/08/1969,S,M,60000,0,Graduate Degree,Skilled Manual,N
27132,11/10/1952,S,M,10000,3,Partial College,Manual,N
27133,18/07/1952,M,M,20000,2,Partial College,Manual,N
27134,02/04/1952,S,M,20000,2,Partial College,Manual,N
27136,22/11/1968,M,F,10000,2,High School,Manual,Y
27137,17/03/1968,S,F,10000,3,High School,Manual,N
27138,11/01/1968,M,F,20000,1,Partial College,Manual,Y
27139,24/01/1968,S,M,20000,1,Partial College,Manual,N
27140,25/07/1968,S,M,20000,1,Partial College,Manual,Y
27141,05/12/1968,M,F,30000,1,Bachelors,Clerical,Y
27142,04/01/1968,S,F,30000,1,Bachelors,Clerical,Y
27143,01/08/1968,S,M,40000,0,Graduate Degree,Clerical,Y
27144,25/10/1965,S,M,60000,3,Bachelors,Professional,Y
27145,25/11/1965,S,F,60000,3,Bachelors,Professional,Y
27146,21/08/1965,S,M,60000,3,Bachelors,Professional,Y
27147,03/11/1965,S,M,70000,5,Bachelors,Professional,Y
27148,21/12/1965,S,M,70000,0,Bachelors,Professional,N
27149,12/04/1964,M,M,60000,3,Bachelors,Professional,Y
27150,26/05/1964,M,F,60000,3,Bachelors,Professional,Y
27151,20/01/1973,S,F,20000,0,Partial High School,Manual,Y
27152,18/10/1973,S,F,20000,0,Partial High School,Manual,Y
27153,11/08/1974,S,F,30000,0,Partial College,Clerical,N
27154,20/12/1974,S,F,30000,0,Partial College,Clerical,N
27155,24/01/1980,M,M,20000,0,Partial High School,Manual,Y
27156,23/08/1980,M,F,20000,0,Partial High School,Manual,N
27157,26/05/1980,M,M,20000,0,Partial High School,Manual,Y
27158,19/03/1980,M,M,20000,0,Partial High School,Manual,Y
27159,21/03/1980,S,F,20000,0,Partial High School,Manual,N
27160,18/01/1978,M,F,30000,0,High School,Manual,N
27161,07/08/1978,S,M,30000,0,High School,Manual,N
27162,26/09/1974,M,M,40000,1,Bachelors,Skilled Manual,Y
27163,19/05/1972,S,M,10000,0,Partial High School,Manual,Y
27164,23/05/1972,S,M,20000,0,Partial High School,Manual,Y
27165,15/03/1972,S,M,20000,0,Partial High School,Manual,N
27166,10/07/1973,S,F,30000,0,High School,Manual,N
27167,27/03/1973,M,F,40000,1,Bachelors,Skilled Manual,Y
27168,09/04/1972,M,M,20000,0,Partial High School,Manual,Y
27169,09/01/1972,S,M,30000,0,High School,Manual,Y
27170,14/10/1972,M,M,30000,0,High School,Manual,N
27171,17/10/1972,S,F,30000,0,High School,Manual,N
27172,09/08/1971,S,F,10000,0,Partial High School,Manual,Y
27173,25/12/1971,M,F,10000,0,Partial High School,Manual,N
27174,06/02/1972,S,M,40000,2,Partial College,Clerical,N
27175,10/06/1972,S,M,40000,2,Partial College,Clerical,Y
27176,21/03/1971,M,M,20000,0,Partial High School,Manual,N
27177,21/04/1971,M,M,20000,0,Partial High School,Manual,Y
27178,09/09/1971,S,M,20000,0,Partial High School,Manual,Y
27179,23/03/1971,S,M,30000,0,High School,Manual,N
27180,03/02/1971,S,M,30000,0,High School,Manual,N
27181,19/05/1970,S,M,40000,2,Partial College,Clerical,Y
27182,25/08/1970,M,M,40000,2,Partial College,Clerical,Y
27183,09/05/1971,S,M,40000,2,Partial College,Clerical,Y
27184,13/11/1971,S,M,40000,2,Partial College,Clerical,N
27185,19/10/1971,S,F,40000,2,Partial College,Clerical,N
27186,04/01/1971,S,F,40000,2,Partial College,Clerical,N
27187,10/10/1970,M,M,40000,2,Partial College,Clerical,Y
27188,06/07/1970,S,F,40000,2,Partial College,Clerical,Y
27189,20/11/1975,M,F,40000,3,Partial College,Clerical,Y
27190,26/04/1974,M,F,40000,3,Partial College,Clerical,Y
27191,13/09/1974,S,M,40000,3,Partial College,Clerical,N
27192,16/10/1974,S,F,40000,3,Partial College,Clerical,N
27193,18/05/1974,S,M,50000,0,Graduate Degree,Skilled Manual,Y
27194,14/05/1931,M,M,40000,1,Graduate Degree,Skilled Manual,Y
27195,10/12/1931,M,M,80000,5,Graduate Degree,Skilled Manual,Y
27196,19/02/1966,S,F,80000,0,Graduate Degree,Skilled Manual,N
27197,24/11/1966,M,M,80000,0,Graduate Degree,Skilled Manual,N
27198,06/04/1966,S,F,80000,0,Graduate Degree,Skilled Manual,N
27199,18/03/1966,M,M,80000,0,Graduate Degree,Skilled Manual,Y
27200,14/10/1966,S,F,80000,0,Graduate Degree,Skilled Manual,N
27201,07/12/1966,M,M,80000,0,Graduate Degree,Skilled Manual,Y
27202,01/05/1966,S,M,80000,0,Graduate Degree,Skilled Manual,N
27203,27/08/1954,S,F,20000,3,Partial High School,Clerical,N
27204,01/06/1954,S,M,30000,1,High School,Clerical,N
27205,01/10/1954,M,F,30000,1,High School,Clerical,Y
27206,21/09/1954,M,M,40000,1,Partial College,Clerical,Y
27207,25/10/1955,S,F,20000,3,Partial High School,Clerical,Y
27208,22/05/1955,S,M,20000,3,Partial High School,Clerical,N
27209,13/07/1955,S,M,20000,3,Partial High School,Clerical,N
27210,17/02/1955,S,M,20000,3,Partial High School,Clerical,N
27211,12/10/1955,M,M,30000,1,High School,Clerical,Y
27212,17/10/1955,M,F,30000,1,High School,Clerical,N
27213,07/01/1956,S,F,20000,3,Partial High School,Clerical,N
27214,03/06/1956,M,F,20000,3,Partial High School,Clerical,N
27215,20/05/1956,S,F,20000,3,Partial High School,Clerical,N
27216,27/10/1956,M,F,30000,2,High School,Skilled Manual,N
27217,05/01/1957,S,F,20000,2,Partial High School,Clerical,N
27218,07/11/1957,M,F,20000,2,Partial High School,Clerical,N
27219,19/09/1957,S,M,20000,2,Partial High School,Clerical,N
27220,25/05/1957,S,M,20000,2,Partial High School,Clerical,N
27221,10/07/1957,S,M,20000,2,Partial High School,Clerical,Y
27222,20/10/1957,M,F,20000,2,Partial High School,Clerical,Y
27223,26/02/1957,M,M,20000,2,Partial High School,Clerical,Y
27224,09/10/1957,M,F,20000,2,Partial High School,Clerical,N
27225,08/05/1957,M,M,30000,2,High School,Skilled Manual,Y
27226,05/07/1958,M,M,30000,2,High School,Skilled Manual,Y
27227,07/03/1958,S,F,30000,2,High School,Skilled Manual,N
27228,20/03/1958,M,F,40000,1,Partial College,Clerical,Y
27229,03/11/1958,M,M,40000,1,Partial College,Clerical,N
27230,15/04/1958,S,M,40000,2,Partial College,Clerical,N
27231,28/02/1959,S,M,40000,2,Partial College,Clerical,Y
27232,18/11/1959,S,M,40000,2,Partial College,Clerical,N
27233,10/10/1959,S,M,40000,2,Partial College,Clerical,N
27234,16/03/1959,S,M,40000,2,Partial College,Clerical,Y
27235,16/02/1959,S,M,40000,2,Partial College,Clerical,N
27236,15/02/1959,S,F,40000,2,Partial College,Clerical,N
27238,21/11/1959,S,M,40000,2,Partial College,Clerical,N
27239,03/02/1959,S,M,40000,2,Partial College,Clerical,N
27240,28/05/1972,S,M,40000,4,Partial College,Clerical,Y
27241,17/12/1972,M,M,50000,0,Graduate Degree,Skilled Manual,N
27242,19/06/1973,M,M,40000,0,Graduate Degree,Skilled Manual,Y
27243,19/10/1973,S,F,40000,0,Graduate Degree,Skilled Manual,N
27244,16/09/1973,M,F,40000,1,Graduate Degree,Skilled Manual,Y
27245,06/03/1973,M,F,40000,1,Graduate Degree,Skilled Manual,Y
27246,12/07/1973,M,M,40000,1,Graduate Degree,Skilled Manual,Y
27247,25/07/1973,M,M,40000,1,Graduate Degree,Skilled Manual,Y
27248,20/08/1972,M,F,50000,1,Graduate Degree,Skilled Manual,Y
27249,16/07/1971,M,F,70000,1,Graduate Degree,Skilled Manual,Y
27250,09/08/1971,M,F,70000,1,Graduate Degree,Skilled Manual,Y
27251,07/03/1971,M,F,50000,1,Graduate Degree,Skilled Manual,Y
27252,17/07/1971,M,F,50000,1,Graduate Degree,Skilled Manual,Y
27253,15/04/1972,M,M,50000,1,Graduate Degree,Skilled Manual,Y
27254,12/10/1972,M,M,50000,1,Bachelors,Skilled Manual,Y
27255,10/06/1972,M,M,50000,1,Bachelors,Skilled Manual,Y
27256,26/07/1972,M,M,60000,1,Graduate Degree,Skilled Manual,Y
27257,19/03/1972,S,F,60000,1,Graduate Degree,Skilled Manual,N
27258,05/08/1972,S,M,60000,1,Graduate Degree,Professional,N
27259,28/02/1970,M,F,40000,1,Bachelors,Skilled Manual,Y
27260,05/03/1970,M,F,40000,1,Bachelors,Skilled Manual,Y
27261,18/07/1970,M,M,40000,1,Bachelors,Skilled Manual,N
27262,04/10/1970,M,F,40000,1,Bachelors,Skilled Manual,Y
27263,28/07/1970,M,M,60000,1,Graduate Degree,Professional,Y
27264,04/11/1969,S,M,60000,2,Bachelors,Skilled Manual,Y
27265,08/09/1969,S,F,60000,2,Bachelors,Skilled Manual,N
27266,13/09/1969,S,F,60000,2,Bachelors,Skilled Manual,N
27267,24/08/1969,S,F,60000,2,Bachelors,Skilled Manual,N
27268,15/02/1969,S,F,60000,2,Bachelors,Skilled Manual,Y
27269,16/03/1969,S,F,60000,1,Graduate Degree,Professional,N
27270,15/06/1971,M,M,60000,1,Graduate Degree,Professional,Y
27271,13/09/1971,M,F,60000,1,Graduate Degree,Professional,Y
27272,27/04/1971,M,M,60000,1,Graduate Degree,Professional,Y
27273,15/03/1971,S,M,70000,3,Graduate Degree,Professional,N
27274,03/04/1971,S,M,70000,3,Graduate Degree,Professional,N
27275,08/04/1969,M,M,60000,1,Graduate Degree,Professional,Y
27276,16/01/1969,S,F,60000,1,Graduate Degree,Professional,Y
